Player,Span,Matches,Innings,Overs,Mdns,Runs,Wickets,BBI,Average,Economy,SR,4,5,Column 12
I Mansaray (SLE),2021-2021,4,-,-,-,-,-,-,-,-,-,-,-,
N Mapunda (TAN),2021-2021,7,-,-,-,-,-,-,-,-,-,-,-,
Maqsood Ahmad (Belg),2021-2022,6,-,-,-,-,-,-,-,-,-,-,-,
DS Maraiwai (Fiji),2022-2023,9,-,-,-,-,-,-,-,-,-,-,-,
SE Marsh (AUS),2008-2016,15,-,-,-,-,-,-,-,-,-,-,-,
HJH Marshall (NZ),2005-2006,3,-,-,-,-,-,-,-,-,-,-,-,
JAH Marshall (NZ),2005-2008,3,-,-,-,-,-,-,-,-,-,-,-,
XM Marshall (USA/WI),2008-2021,20,-,-,-,-,-,-,-,-,-,-,-,
D Marsic (CRT),2022-2022,5,-,-,-,-,-,-,-,-,-,-,-,
JC Martin (GUE),2020-2022,4,-,-,-,-,-,-,-,-,-,-,-,
T Martin (LUX),2023-2023,2,-,-,-,-,-,-,-,-,-,-,-,
M Martin (SUI),2021-2021,1,-,-,-,-,-,-,-,-,-,-,-,
DR Martyn (AUS),2005-2006,4,-,-,-,-,-,-,-,-,-,-,-,
T Marumani (ZIM),2021-2023,16,-,-,-,-,-,-,-,-,-,-,-,
B Masauko (MWI),2022-2022,7,-,-,-,-,-,-,-,-,-,-,-,
S Mathur (HKG),2023-2023,7,-,-,-,-,-,-,-,-,-,-,-,
ID Matic (CRT),2023-2023,2,-,-,-,-,-,-,-,-,-,-,-,
D Mauro (Arg),2023-2023,4,-,-,-,-,-,-,-,-,-,-,-,
LF Mavume (MOZ),2022-2023,7,-,-,-,-,-,-,-,-,-,-,-,
Mazhar Khan (SVN),2022-2022,3,-,-,-,-,-,-,-,-,-,-,-,
S Mba (NGA),2021-2021,8,-,-,-,-,-,-,-,-,-,-,-,
R Mbaiwa (BOT),2022-2023,3,-,-,-,-,-,-,-,-,-,-,-,
V Mbazo (BOT),2019-2023,29,-,-,-,-,-,-,-,-,-,-,-,
A McAuley (IOM),2020-2023,18,-,-,-,-,-,-,-,-,-,-,-,
RD McCann (IRE),2012-2012,3,-,-,-,-,-,-,-,-,-,-,-,
W McClintock (IRE),2021-2021,5,-,-,-,-,-,-,-,-,-,-,-,
SS McKechnie (HKG),2019-2022,29,-,-,-,-,-,-,-,-,-,-,-,
M Meade (Chile),2019-2019,1,-,-,-,-,-,-,-,-,-,-,-,
J Mees (LUX),2019-2023,33,-,-,-,-,-,-,-,-,-,-,-,
Junaid Mehmood (NOR),2021-2023,7,-,-,-,-,-,-,-,-,-,-,-,
Mehran Dorri (Iran),2020-2020,1,-,-,-,-,-,-,-,-,-,-,-,
Mehran Siasar (Iran),2020-2020,1,-,-,-,-,-,-,-,-,-,-,-,
DA Mehta (TAN),2022-2023,4,-,-,-,-,-,-,-,-,-,-,-,
BKG Mendis (SL),2016-2023,55,-,-,-,-,-,-,-,-,-,-,-,
JH Mensah (GHA),2019-2019,2,-,-,-,-,-,-,-,-,-,-,-,
Mien Mehmood (PORT),2019-2021,7,-,-,-,-,-,-,-,-,-,-,-,
Michael Nazir (MLT),2019-2019,1,-,-,-,-,-,-,-,-,-,-,-,
DA Miller (SA/World),2010-2023,114,-,-,-,-,-,-,-,-,-,-,-,
G Miller (COK),2022-2022,2,-,-,-,-,-,-,-,-,-,-,-,
S Mills (IOM),2020-2020,1,-,-,-,-,-,-,-,-,-,-,-,
Mirza Ahsan (Aut),2019-2023,30,-,-,-,-,-,-,-,-,-,-,-,
Mirza Baig (PAK),2023-2023,3,-,-,-,-,-,-,-,-,-,-,-,
Misbah-ul-Haq (PAK),2007-2012,39,-,-,-,-,-,-,-,-,-,-,-,
K Mishara (SL),2022-2022,3,-,-,-,-,-,-,-,-,-,-,-,
W Miyauchi (JPN),2023-2023,5,-,-,-,-,-,-,-,-,-,-,-,
A Modi (SGP),2022-2022,7,-,-,-,-,-,-,-,-,-,-,-,
Mohamed Azzam (MDV),2019-2023,26,-,-,-,-,-,-,-,-,-,-,-,
Mohammad Haris (PAK),2022-2023,9,-,-,-,-,-,-,-,-,-,-,-,
Mohammad Ihsan (ESP),2022-2023,10,-,-,-,-,-,-,-,-,-,-,-,
Mohammad Iqbal (CAN),2008-2008,3,-,-,-,-,-,-,-,-,-,-,-,
Mohammad Mithun (BAN),2014-2021,17,-,-,-,-,-,-,-,-,-,-,-,
Mohammad Naim (BAN),2019-2022,35,-,-,-,-,-,-,-,-,-,-,-,
Mohammad Qazi (CAN),2008-2008,1,-,-,-,-,-,-,-,-,-,-,-,
Mohammed Rizlan (QAT),2019-2022,33,-,-,-,-,-,-,-,-,-,-,-,
Mohammad Rizwan (PAK),2015-2023,85,-,-,-,-,-,-,-,-,-,-,-,
Mohammad Salman (PAK),2011-2011,1,-,-,-,-,-,-,-,-,-,-,-,
Mohammad Shahzad (AFG),2010-2023,73,-,-,-,-,-,-,-,-,-,-,-,
Mohammad Yasin (ESP),2022-2023,6,-,-,-,-,-,-,-,-,-,-,-,
Mohammad Yousuf (PAK),2006-2010,3,-,-,-,-,-,-,-,-,-,-,-,
Mohammed Nurji (MWI),2019-2019,6,-,-,-,-,-,-,-,-,-,-,-,
Mohammed Sameer (BHR),2020-2020,2,-,-,-,-,-,-,-,-,-,-,-,
AK Mohan (Fin),2019-2023,25,-,-,-,-,-,-,-,-,-,-,-,
S Mohan (PHI),2022-2022,1,-,-,-,-,-,-,-,-,-,-,-,
SR Mohan (SEY),2021-2022,10,-,-,-,-,-,-,-,-,-,-,-,
Mohsin Shabbir (KSA),2023-2023,3,-,-,-,-,-,-,-,-,-,-,-,
GMC Mol (NED),2008-2008,1,-,-,-,-,-,-,-,-,-,-,-,
D Mongia (IND),2006-2006,1,-,-,-,-,-,-,-,-,-,-,-,
PJ Moor (ZIM),2016-2019,21,-,-,-,-,-,-,-,-,-,-,-,
VV Morea (PNG),2015-2017,5,-,-,-,-,-,-,-,-,-,-,-,
EJG Morgan (ENG),2009-2022,115,-,-,-,-,-,-,-,-,-,-,-,
RS Morton (WI),2006-2010,7,-,-,-,-,-,-,-,-,-,-,-,
AJ Mosca (ITA),2022-2023,8,-,-,-,-,-,-,-,-,-,-,-,
J Mosca (ITA),2022-2023,9,-,-,-,-,-,-,-,-,-,-,-,
M Mosehle (SA),2017-2017,7,-,-,-,-,-,-,-,-,-,-,-,
N Mourikis (GRC),2021-2021,3,-,-,-,-,-,-,-,-,-,-,-,
S Movva (CAN),2021-2022,4,-,-,-,-,-,-,-,-,-,-,-,
Muaviath Ganee (MDV),2019-2023,7,-,-,-,-,-,-,-,-,-,-,-,
Mubasir Khan (PAK),2023-2023,1,-,-,-,-,-,-,-,-,-,-,-,
A Mucyodusenge (RWN),2022-2022,1,-,-,-,-,-,-,-,-,-,-,-,
Mudassar Muhammad (GER),2019-2023,10,-,-,-,-,-,-,-,-,-,-,-,
Muhaddis Muhaddis (INA),2023-2023,3,-,-,-,-,-,-,-,-,-,-,-,
Muhammad Awais (GRC),2019-2019,3,-,-,-,-,-,-,-,-,-,-,-,
Muhammad Hamayun (KSA),2019-2019,4,-,-,-,-,-,-,-,-,-,-,-,
Muhammad Kaleem (UAE),2016-2016,9,-,-,-,-,-,-,-,-,-,-,-,
Muhammad Khan (HKG),2023-2023,6,-,-,-,-,-,-,-,-,-,-,-,
Muhammad Khurram (MWI),2019-2019,5,-,-,-,-,-,-,-,-,-,-,-,
Muhammad Safdar (BHR),2022-2022,3,-,-,-,-,-,-,-,-,-,-,-,
Muhammad Usman (UAE),2016-2022,47,-,-,-,-,-,-,-,-,-,-,-,
Mukhtar Ahmed (PAK),2015-2015,6,-,-,-,-,-,-,-,-,-,-,-,
Mukhtar Ghulami (Fran),2023-2023,9,-,-,-,-,-,-,-,-,-,-,-,
Mukhtiar Singh (ESP),2019-2019,2,-,-,-,-,-,-,-,-,-,-,-,
AA Mulla (CAN),2008-2008,4,-,-,-,-,-,-,-,-,-,-,-,
Munim Shahriar (BAN),2022-2022,5,-,-,-,-,-,-,-,-,-,-,-,
IS Munir (UGA),2022-2022,1,-,-,-,-,-,-,-,-,-,-,-,
Munir Dar (HKG),2014-2014,2,-,-,-,-,-,-,-,-,-,-,-,
E Munkhbat (MNG),2023-2023,2,-,-,-,-,-,-,-,-,-,-,-,
C Munoz-Mills (ESP),2019-2023,30,-,-,-,-,-,-,-,-,-,-,-,
HG Munsey (SCOT),2015-2023,62,-,-,-,-,-,-,-,-,-,-,-,
G Murali (CRC),2019-2019,3,-,-,-,-,-,-,-,-,-,-,-,
D Murphy (SCOT),2013-2013,4,-,-,-,-,-,-,-,-,-,-,-,
TK Musakanda (ZIM),2018-2021,12,-,-,-,-,-,-,-,-,-,-,-,
Mushfiqur Rahim (BAN),2006-2022,102,-,-,-,-,-,-,-,-,-,-,-,
Mustafa Omer (Fran),2021-2021,1,-,-,-,-,-,-,-,-,-,-,-,
P Mustard (ENG),2008-2008,2,-,-,-,-,-,-,-,-,-,-,-,
F Mutizwa (ZIM),2011-2012,3,-,-,-,-,-,-,-,-,-,-,-,
A Mutreja (SGP),2022-2023,8,-,-,-,-,-,-,-,-,-,-,-,
D Mutu (TKY),2022-2022,1,-,-,-,-,-,-,-,-,-,-,-,
R Mutumbami (ZIM),2015-2022,29,-,-,-,-,-,-,-,-,-,-,-,
Muzammil Shahzad (PHI),2022-2022,3,-,-,-,-,-,-,-,-,-,-,-,
SJ Myburgh (NED),2012-2022,45,-,-,-,-,-,-,-,-,-,-,-,
Nadif Chowdhury (BAN),2006-2007,3,-,-,-,-,-,-,-,-,-,-,-,
Naeem Gull (SWA/SWZ),2021-2022,13,-,-,-,-,-,-,-,-,-,-,-,
Y Naing Tun (MYAN),2023-2023,4,-,-,-,-,-,-,-,-,-,-,-,
Najeeb Tarakai (AFG),2014-2019,12,-,-,-,-,-,-,-,-,-,-,-,
Najibullah Zadran (AFG),2012-2023,94,-,-,-,-,-,-,-,-,-,-,-,
L Nakomo (MWI),2021-2021,6,-,-,-,-,-,-,-,-,-,-,-,
B Namsrai (MNG),2023-2023,2,-,-,-,-,-,-,-,-,-,-,-,
Naseem Khushi (OMA),2017-2023,35,-,-,-,-,-,-,-,-,-,-,-,
Nasir Jamshed (PAK),2012-2013,18,-,-,-,-,-,-,-,-,-,-,-,
D Nath (NEP),2022-2022,4,-,-,-,-,-,-,-,-,-,-,-,
R Nath (TKY),2022-2023,8,-,-,-,-,-,-,-,-,-,-,-,
Nauman Anwar (PAK),2015-2015,1,-,-,-,-,-,-,-,-,-,-,-,
S Navaratne (JPN),2022-2023,8,-,-,-,-,-,-,-,-,-,-,-,
AA Navicha (MOZ),2021-2023,20,-,-,-,-,-,-,-,-,-,-,-,
Nawazish Jezuli (KSA),2019-2019,1,-,-,-,-,-,-,-,-,-,-,-,
Nay Lin Htun (MYAN),2023-2023,1,-,-,-,-,-,-,-,-,-,-,-,
Nazimuddin (BAN),2007-2008,7,-,-,-,-,-,-,-,-,-,-,-,
Nazmus Sadat (BAN),2006-2006,1,-,-,-,-,-,-,-,-,-,-,-,
D Ndikubwimana (RWN),2021-2023,45,-,-,-,-,-,-,-,-,-,-,-,
PM Nevill (AUS),2016-2016,9,-,-,-,-,-,-,-,-,-,-,-,
OE Newey (GUE),2019-2022,10,-,-,-,-,-,-,-,-,-,-,-,
HM Nicholls (NZ),2016-2021,10,-,-,-,-,-,-,-,-,-,-,-,
AT Nidamanuru (NED),2022-2022,6,-,-,-,-,-,-,-,-,-,-,-,
OB Nightingale (GUE),2022-2023,12,-,-,-,-,-,-,-,-,-,-,-,
G Nikitas (GRC),2019-2019,2,-,-,-,-,-,-,-,-,-,-,-,
P Nissanka (SL),2021-2023,42,-,-,-,-,-,-,-,-,-,-,-,
PA Nixon (ENG),2007-2007,1,-,-,-,-,-,-,-,-,-,-,-,
W Niyitanga (RWN),2021-2023,49,-,-,-,-,-,-,-,-,-,-,-,
ML Nkala (ZIM),2006-2006,1,-,-,-,-,-,-,-,-,-,-,-,
F Nkhoma (MWI),2019-2023,5,-,-,-,-,-,-,-,-,-,-,-,
Noor Ali Zadran (AFG),2010-2023,23,-,-,-,-,-,-,-,-,-,-,-,
Noor Momand (Belg),2019-2019,2,-,-,-,-,-,-,-,-,-,-,-,
MJ North (AUS),2009-2009,1,-,-,-,-,-,-,-,-,-,-,-,
Nouman Butt (NOR),2023-2023,2,-,-,-,-,-,-,-,-,-,-,-,
Nurudeen Ibrahim (GHA),2023-2023,1,-,-,-,-,-,-,-,-,-,-,-,
Nurul Hasan (BAN),2016-2022,46,-,-,-,-,-,-,-,-,-,-,-,
HS Nyakatawa (SWZ),2022-2022,6,-,-,-,-,-,-,-,-,-,-,-,
AA Obanda (KENYA),2007-2023,51,-,-,-,-,-,-,-,-,-,-,-,
NJ O'Brien (IRE),2008-2016,30,-,-,-,-,-,-,-,-,-,-,-,
DO Obuya (KENYA),2007-2012,10,-,-,-,-,-,-,-,-,-,-,-,
R Obuya (UGA),2023-2023,8,-,-,-,-,-,-,-,-,-,-,-,
NV Ojha (IND),2010-2010,2,-,-,-,-,-,-,-,-,-,-,-,
OE Olaleye (NGA),2021-2021,5,-,-,-,-,-,-,-,-,-,-,-,
SO Olayinka (NGA),2021-2021,3,-,-,-,-,-,-,-,-,-,-,-,
Omair Yousuf (PAK),2023-2023,3,-,-,-,-,-,-,-,-,-,-,-,
MH Oman (SVN),2022-2022,4,-,-,-,-,-,-,-,-,-,-,-,
CB Ondoa (CAM),2021-2022,11,-,-,-,-,-,-,-,-,-,-,-,
AA Onikoyi (NGA),2019-2023,22,-,-,-,-,-,-,-,-,-,-,-,
CN Onwuzulike (NGA),2019-2022,22,-,-,-,-,-,-,-,-,-,-,-,
E Otgonbayar (MNG),2023-2023,2,-,-,-,-,-,-,-,-,-,-,-,
KO Otieno (KENYA),2008-2008,4,-,-,-,-,-,-,-,-,-,-,-,
A Otwani (UGA),2019-2022,17,-,-,-,-,-,-,-,-,-,-,-,
MA Ouma (KENYA),2007-2013,22,-,-,-,-,-,-,-,-,-,-,-,
Ousman Bah (GAMBI),2022-2022,7,-,-,-,-,-,-,-,-,-,-,-,
SD Outerbridge (BER),2008-2008,3,-,-,-,-,-,-,-,-,-,-,-,
Ovais Yousof (NGA),2019-2019,3,-,-,-,-,-,-,-,-,-,-,-,
D Padikkal (IND),2021-2021,2,-,-,-,-,-,-,-,-,-,-,-,
TD Paine (AUS/World),2009-2017,12,-,-,-,-,-,-,-,-,-,-,-,
J Pakhiaokajee (THAI),2022-2022,6,-,-,-,-,-,-,-,-,-,-,-,
K Pala (PNG),2015-2015,2,-,-,-,-,-,-,-,-,-,-,-,
I Pandey (NEP),2019-2019,4,-,-,-,-,-,-,-,-,-,-,-,
MK Pandey (IND),2015-2020,39,-,-,-,-,-,-,-,-,-,-,-,
RR Pant (IND),2017-2022,66,-,-,-,-,-,-,-,-,-,-,-,
BA Parchment (WI),2007-2007,1,-,-,-,-,-,-,-,-,-,-,-,
Parvez Hossain Emon (BAN),2022-2023,3,-,-,-,-,-,-,-,-,-,-,-,
IKA Pastika (INA),2023-2023,3,-,-,-,-,-,-,-,-,-,-,-,
DR Patankar (MLT),2023-2023,10,-,-,-,-,-,-,-,-,-,-,-,
AAA Patel (LES),2021-2022,8,-,-,-,-,-,-,-,-,-,-,-,
HJ Patel (PAN),2023-2023,2,-,-,-,-,-,-,-,-,-,-,-,
M Patel (PAN),2019-2019,2,-,-,-,-,-,-,-,-,-,-,-,
M Patel (Chile),2019-2019,3,-,-,-,-,-,-,-,-,-,-,-,
MD Patel (USA),2019-2022,20,-,-,-,-,-,-,-,-,-,-,-,
PA Patel (IND),2011-2011,2,-,-,-,-,-,-,-,-,-,-,-,
RB Patel (UGA),2021-2023,32,-,-,-,-,-,-,-,-,-,-,-,
SN Pathirana (CYP),2021-2022,8,-,-,-,-,-,-,-,-,-,-,-,
SP Patil (UAE),2014-2016,18,-,-,-,-,-,-,-,-,-,-,-,
A Shirai-Patmore (JPN),2022-2023,12,-,-,-,-,-,-,-,-,-,-,-,
BBJL Perera (ITA),2019-2022,18,-,-,-,-,-,-,-,-,-,-,-,
MDKJ Perera (SL),2013-2023,63,-,-,-,-,-,-,-,-,-,-,-,
SL Perera (GHA),2019-2019,2,-,-,-,-,-,-,-,-,-,-,-,
WKD Perkins (WI),2008-2008,1,-,-,-,-,-,-,-,-,-,-,-,
AN Petersen (SA),2010-2010,2,-,-,-,-,-,-,-,-,-,-,-,
T Phaswana (BOT),2019-2019,1,-,-,-,-,-,-,-,-,-,-,-,
JR Philippe (AUS),2021-2021,10,-,-,-,-,-,-,-,-,-,-,-,
P Suanchuai (THAI),2020-2023,18,-,-,-,-,-,-,-,-,-,-,-,
Phon Bunthean (CAM),2023-2023,2,-,-,-,-,-,-,-,-,-,-,-,
R Pillai (GER),2019-2019,6,-,-,-,-,-,-,-,-,-,-,-,
B Pita (Samoa),2023-2023,1,-,-,-,-,-,-,-,-,-,-,-,
JS Pita (Samoa),2023-2023,3,-,-,-,-,-,-,-,-,-,-,-,
LA Pomersbach (AUS),2007-2007,1,-,-,-,-,-,-,-,-,-,-,-,
RT Ponting (AUS),2005-2009,17,-,-,-,-,-,-,-,-,-,-,-,
NS Poonia (SCOT),2007-2010,8,-,-,-,-,-,-,-,-,-,-,-,
N Pooran (WI),2016-2023,80,-,-,-,-,-,-,-,-,-,-,-,
WTS Porterfield (IRE),2008-2018,61,-,-,-,-,-,-,-,-,-,-,-,
VRCF Poubel (BRA),2019-2019,3,-,-,-,-,-,-,-,-,-,-,-,
A Poulose (OMA),2017-2017,3,-,-,-,-,-,-,-,-,-,-,-,
KOA Powell (WI),2014-2014,1,-,-,-,-,-,-,-,-,-,-,-,
AD Poynter (IRE),2012-2016,19,-,-,-,-,-,-,-,-,-,-,-,
SW Poynter (IRE),2015-2019,25,-,-,-,-,-,-,-,-,-,-,-,
H Pragji (BOT),2019-2019,4,-,-,-,-,-,-,-,-,-,-,-,
AR Prasad (CAM),2023-2023,5,-,-,-,-,-,-,-,-,-,-,-,
AG Prince (SA),2005-2005,1,-,-,-,-,-,-,-,-,-,-,-,
MJ Prior (ENG),2007-2010,10,-,-,-,-,-,-,-,-,-,-,-,
SMA Priyanjan (SL),2017-2017,3,-,-,-,-,-,-,-,-,-,-,-,
Qalandar Khan (QAT),2019-2019,4,-,-,-,-,-,-,-,-,-,-,-,
S Qeshile (SA),2019-2019,2,-,-,-,-,-,-,-,-,-,-,-,
Raees Ahmadzai (AFG),2010-2010,8,-,-,-,-,-,-,-,-,-,-,-,
Rafatullah Mohmand (PAK),2015-2015,3,-,-,-,-,-,-,-,-,-,-,-,
AM Rahane (IND),2011-2016,20,-,-,-,-,-,-,-,-,-,-,-,
Rahmanullah Gurbaz (AFG),2019-2023,43,-,-,-,-,-,-,-,-,-,-,-,
KL Rahul (IND),2016-2022,72,-,-,-,-,-,-,-,-,-,-,-,
PA Raikes (GIBR),2021-2023,11,-,-,-,-,-,-,-,-,-,-,-,
PBB Rajapaksa (SL),2019-2023,37,-,-,-,-,-,-,-,-,-,-,-,
TKP Rajapaksha (SEY),2022-2022,7,-,-,-,-,-,-,-,-,-,-,-,
Raja Shoaib (SKOR),2022-2022,4,-,-,-,-,-,-,-,-,-,-,-,
AP Rajeevan (TAN),2022-2023,39,-,-,-,-,-,-,-,-,-,-,-,
D Ramdin (WI),2006-2019,71,-,-,-,-,-,-,-,-,-,-,-,
Rameez Raja (2) (PAK),2011-2011,2,-,-,-,-,-,-,-,-,-,-,-,
Rameez Shahzad (UAE),2016-2019,22,-,-,-,-,-,-,-,-,-,-,-,
Aminuddin Ramly (MAL),2019-2021,23,-,-,-,-,-,-,-,-,-,-,-,
Hamza Khan (RWN),2023-2023,8,-,-,-,-,-,-,-,-,-,-,-,
N Rana (IND),2021-2021,2,-,-,-,-,-,-,-,-,-,-,-,
A Randhawa (Aut),2022-2023,17,-,-,-,-,-,-,-,-,-,-,-,
DA Rankin (IRE),2015-2016,2,-,-,-,-,-,-,-,-,-,-,-,
Raqibul Hasan (BAN),2008-2010,5,-,-,-,-,-,-,-,-,-,-,-,
Rayhaan Ahmed (Aut),2021-2021,4,-,-,-,-,-,-,-,-,-,-,-,
G Raymond (COK),2022-2022,2,-,-,-,-,-,-,-,-,-,-,-,
AT Rayudu (IND),2014-2016,6,-,-,-,-,-,-,-,-,-,-,-,
Ali Raza (Belg),2021-2023,10,-,-,-,-,-,-,-,-,-,-,-,
CMW Read (ENG),2006-2006,1,-,-,-,-,-,-,-,-,-,-,-,
NJ Reardon (AUS),2014-2014,2,-,-,-,-,-,-,-,-,-,-,-,
DJ Reekers (NED),2008-2009,6,-,-,-,-,-,-,-,-,-,-,-,
Rehman Abdul (ITA),2019-2019,7,-,-,-,-,-,-,-,-,-,-,-,
FL Reifer (WI),2009-2009,1,-,-,-,-,-,-,-,-,-,-,-,
C Rice (MWI),2021-2021,1,-,-,-,-,-,-,-,-,-,-,-,
ACL Richards (WI),2007-2007,1,-,-,-,-,-,-,-,-,-,-,-,
CR Richards (STHEL),2022-2022,7,-,-,-,-,-,-,-,-,-,-,-,
DL Richards (STHEL),2022-2022,5,-,-,-,-,-,-,-,-,-,-,-,
DM Richards (WI),2009-2009,1,-,-,-,-,-,-,-,-,-,-,-,
JDA Richardson (BER),2023-2023,3,-,-,-,-,-,-,-,-,-,-,-,
MJ Richardson (GER),2019-2023,25,-,-,-,-,-,-,-,-,-,-,-,
G Riley (GAMBI),2022-2022,2,-,-,-,-,-,-,-,-,-,-,-,
CP Rizwan (UAE),2019-2023,18,-,-,-,-,-,-,-,-,-,-,-,
Rizwan Mahmood (DEN),2019-2023,13,-,-,-,-,-,-,-,-,-,-,-,
Rizwan Mangera (PAN),2021-2021,4,-,-,-,-,-,-,-,-,-,-,-,
D Robeson (GIBR),2021-2021,1,-,-,-,-,-,-,-,-,-,-,-,
CM Rocca (GIBR),2022-2022,2,-,-,-,-,-,-,-,-,-,-,-,
NA Rock (IRE),2021-2023,19,-,-,-,-,-,-,-,-,-,-,-,
KTK Rodrigo (MDV),2023-2023,5,-,-,-,-,-,-,-,-,-,-,-,
Rohail Nazir (PAK),2023-2023,3,-,-,-,-,-,-,-,-,-,-,-,
Rohit Kumar (ROM),2022-2023,5,-,-,-,-,-,-,-,-,-,-,-,
BJ Rohrer (AUS),2013-2013,1,-,-,-,-,-,-,-,-,-,-,-,
L Ronchi (AUS/ICC/NZ),2008-2018,33,-,-,-,-,-,-,-,-,-,-,-,
Rony Talukdar (BAN),2015-2023,8,-,-,-,-,-,-,-,-,-,-,-,
RR Rossouw (SA),2014-2023,29,-,-,-,-,-,-,-,-,-,-,-,
JJ Roy (ENG),2014-2022,64,-,-,-,-,-,-,-,-,-,-,-,
JA Rudolph (SA),2006-2006,1,-,-,-,-,-,-,-,-,-,-,-,
RJMGM Rupasinghe (SL),2009-2009,2,-,-,-,-,-,-,-,-,-,-,-,
HD Rutherford (NZ),2013-2019,8,-,-,-,-,-,-,-,-,-,-,-,
Saad Khan (KSA),2022-2023,14,-,-,-,-,-,-,-,-,-,-,-,
VM Sachdev (PAN),2019-2019,2,-,-,-,-,-,-,-,-,-,-,-,
Sachin Mandy (GER),2022-2023,19,-,-,-,-,-,-,-,-,-,-,-,
P Sadev (ITA),2022-2022,4,-,-,-,-,-,-,-,-,-,-,-,
AK Sah (NEP),2018-2018,1,-,-,-,-,-,-,-,-,-,-,-,
Sahibzada Farhan (PAK),2018-2018,3,-,-,-,-,-,-,-,-,-,-,-,
Sahil Chauhan (EST),2023-2023,2,-,-,-,-,-,-,-,-,-,-,-,
BC Sahin (TKY),2023-2023,3,-,-,-,-,-,-,-,-,-,-,-,
Said Hakim (Belg),2021-2021,1,-,-,-,-,-,-,-,-,-,-,-,
Saif-Ul Islam (NOR),2023-2023,2,-,-,-,-,-,-,-,-,-,-,-,
Saim Ayub (PAK),2023-2023,8,-,-,-,-,-,-,-,-,-,-,-,
Saim Hussain (BUL),2022-2023,18,-,-,-,-,-,-,-,-,-,-,-,
Sajid Cheema (KSA),2019-2021,11,-,-,-,-,-,-,-,-,-,-,-,
J Salazar (Peru),2019-2019,2,-,-,-,-,-,-,-,-,-,-,-,
Salman Butt (PAK),2007-2010,24,-,-,-,-,-,-,-,-,-,-,-,
PD Salt (ENG),2022-2023,16,-,-,-,-,-,-,-,-,-,-,-,
S Samal (RWN),2021-2021,8,-,-,-,-,-,-,-,-,-,-,-,
D Samarawickrama (ITA),2022-2022,3,-,-,-,-,-,-,-,-,-,-,-,
S Samarawickrama (SL),2017-2021,9,-,-,-,-,-,-,-,-,-,-,-,
BA Sambo (MOZ),2019-2023,5,-,-,-,-,-,-,-,-,-,-,-,
Samiallah Khalil (SWE),2022-2022,2,-,-,-,-,-,-,-,-,-,-,-,
SV Samson (IND),2015-2023,24,-,-,-,-,-,-,-,-,-,-,-,
R Sandaruwan (KUW),2019-2023,42,-,-,-,-,-,-,-,-,-,-,-,
T Sandeep (SWZ),2022-2023,10,-,-,-,-,-,-,-,-,-,-,-,
BS Sandhu (SVN),2022-2022,1,-,-,-,-,-,-,-,-,-,-,-,
KC Sangakkara (SL),2006-2014,56,-,-,-,-,-,-,-,-,-,-,-,
Sanjay Kumar (HUN),2021-2021,2,-,-,-,-,-,-,-,-,-,-,-,
S Santhirakumaran (Fran),2021-2023,6,-,-,-,-,-,-,-,-,-,-,-,
Saqlain Haider (UAE),2016-2016,6,-,-,-,-,-,-,-,-,-,-,-,
Sarfaraz Ahmed (PAK),2010-2021,61,-,-,-,-,-,-,-,-,-,-,-,
A Sarma (GER),2019-2021,5,-,-,-,-,-,-,-,-,-,-,-,
AS Samra (PHI),2023-2023,4,-,-,-,-,-,-,-,-,-,-,-,
S Rungrueang (THAI),2023-2023,6,-,-,-,-,-,-,-,-,-,-,-,
Sathya Narayanan (SUI),2022-2022,5,-,-,-,-,-,-,-,-,-,-,-,
A Saud (NEP),2022-2022,3,-,-,-,-,-,-,-,-,-,-,-,
Saud Islam (UGA),2021-2021,20,-,-,-,-,-,-,-,-,-,-,-,
RHO Saunders (NOR),2022-2022,2,-,-,-,-,-,-,-,-,-,-,-,
BV Save (MAL),2020-2020,2,-,-,-,-,-,-,-,-,-,-,-,
JOP Scamans (Fin),2019-2022,15,-,-,-,-,-,-,-,-,-,-,-,
G Schachat (ISR),2022-2022,3,-,-,-,-,-,-,-,-,-,-,-,
JD Schoonheim (NED),2008-2008,1,-,-,-,-,-,-,-,-,-,-,-,
RM Scott (USA),2021-2021,2,-,-,-,-,-,-,-,-,-,-,-,
Scott Austin (CYP),2021-2022,9,-,-,-,-,-,-,-,-,-,-,-,
Sediqullah Atal (AFG),2023-2023,3,-,-,-,-,-,-,-,-,-,-,-,
TL Seifert (NZ),2018-2023,50,-,-,-,-,-,-,-,-,-,-,-,
II Selemani (TAN),2021-2023,51,-,-,-,-,-,-,-,-,-,-,-,
S Ssesazi (UGA),2021-2023,63,-,-,-,-,-,-,-,-,-,-,-,
Shabir Noori (AFG),2012-2012,1,-,-,-,-,-,-,-,-,-,-,-,
Shafiqullah (AFG),2010-2019,46,-,-,-,-,-,-,-,-,-,-,-,
Shafiq Sharif (MAL),2019-2021,13,-,-,-,-,-,-,-,-,-,-,-,
Shafraz Jaleel (MDV),2019-2019,4,-,-,-,-,-,-,-,-,-,-,-,
OA Shah (ENG),2007-2009,17,-,-,-,-,-,-,-,-,-,-,-,
Shahadat Hossain (3) (BAN),2023-2023,3,-,-,-,-,-,-,-,-,-,-,-,
Shahbaz Badar (BHR),2019-2023,14,-,-,-,-,-,-,-,-,-,-,-,
Shahidullah (AFG),2023-2023,3,-,-,-,-,-,-,-,-,-,-,-,
